date,store_id,order_id,product_id,product_name,category,qty,price,discount,cost
2026-01-21,S05,ORD1096,P013,Обувь 452,Одежда,6,286.07,0.29,164.56
2026-01-07,S05,ORD1096,P017,Пазл 934,Игрушки,2,100.09,0.04,48.73
2026-01-15,S02,ORD1096,P006,Молоко 255,Продукты,7,57.19,0.23,37.77
2026-01-15,S06,ORD1096,P012,Кукла 282,Игрушки,7,170.56,0.21,95.39
2026-01-10,S03,ORD1097,P019,Ракетка 236,Спорттовары,6,40.76,0.11,29.35
2026-01-05,S06,ORD1097,P014,Велосипед 249,Спорттовары,3,219.46,0.19,89.42
2026-01-15,S03,ORD1097,P021,Пазл 94,Игрушки,2,37.84,0.02,23.01
2026-01-12,S05,ORD1098,P019,Ракетка 236,Спорттовары,7,40.49,0.03,29.35
2025-12-31,S06,ORD1098,P011,Тушь 581,Косметика,3,143.75,0.19,64.99
2026-01-11,S05,ORD1098,P028,Фрукты 831,Продукты,2,155.53,0.17,74.65
2025-12-30,S01,ORD1099,P016,Футболка 476,Одежда,8,90.43,0.04,39.14
2025-12-29,S03,ORD1100,P025,Шампунь 336,Косметика,5,152.49,0.06,68.33
2026-01-20,S04,ORD1100,P021,Пазл 94,,9,38.69,0.08,23.01
2026-01-01,S05,ORD1101,P030,Учебник 722,,7,118.92,0.19,70.51
2026-01-02,S02,ORD1101,P002,Велосипед 20,Спорттовары,6,159.36,0.28,70.77
2026-01-22,S03,ORD1101,P022,Ноутбук 326,Электроника,2,970.53,0.11,666.64
2026-01-03,S04,ORD1102,P013,Обувь 452,Одежда,6,284.51,0.22,164.56
2026-01-05,S04,ORD1102,P011,Тушь 581,Косметика,4,141.57,0.17,64.99
2026-01-08,S06,ORD1102,P028,Фрукты 831,Продукты,2,152.23,0.03,74.65
2026-01-04,S03,ORD1103,P002,Велосипед 20,Спорттовары,8,169.86,0.05,70.77
2026-01-06,S05,ORD1103,P023,Мяч 526,Спорттовары,7,158.55,0.11,63.9
2026-01-12,S06,ORD1103,P013,Обувь 452,Одежда,4,305.43,0.02,164.56
2026-01-15,S01,ORD1103,P022,Ноутбук 326,Электроника,9,879.8,0.27,666.64
2026-01-18,S04,ORD1103,P019,Ракетка 236,Спорттовары,4,42.7,0.12,29.35
2026-01-22,S01,ORD1103,P017,Пазл 934,Игрушки,7,97.3,0.73,48.73
2025-12-30,S06,ORD1104,P005,Тушь 56,Косметика,9,91.66,0.03,54.42
2026-01-15,S03,ORD1104,P017,Пазл 934,,8,101.24,0.22,48.73
2026-01-18,S01,ORD1104,P029,Джинсы 267,Одежда,2,99.82,0.02,65.05
2026-01-11,S06,ORD1104,P003,Велосипед 587,Спорттовары,6,52.94,1.31,27.34
2026-01-16,S04,ORD1104,P007,Планшет 460,Электроника,7,459.78,0.3,335.42
2026-01-05,S03,ORD1104,P026,Тушь 576,Косметика,10,74.42,0.18,56.91
2026-01-19,S01,ORD1105,P025,Шампунь 336,Косметика,5,147.44,0.07,68.33
2026-01-18,S05,ORD1105,P027,Духи 975,Косметика,3,78.41,0.18,38.66
2026-01-22,S06,ORD1106,P022,Ноутбук 326,Электроника,-5,979.02,0.24,666.64
2026-01-07,S04,ORD1106,P013,Обувь 452,Одежда,6,298.93,0.12,164.56
2026-01-05,S03,ORD1106,P030,Учебник 722,Книги,9,127.49,0.21,70.51
2026-01-10,S04,ORD1106,P002,Велосипед 20,Спорттовары,8,160.97,0.21,70.77
2026-01-04,S05,ORD1107,P020,Сыр 852,Продукты,5,69.21,0.03,41.59
2026-01-08,S03,ORD1107,P011,Тушь 581,Косметика,10,139.21,0.16,64.99
2026-01-08,S05,ORD1108,P021,Пазл 94,Игрушки,8,42.0,0.18,23.01
2026-01-01,S04,ORD1109,P019,Ракетка 236,Спорттовары,7,37.8,0.24,29.35
2026-01-04,S01,ORD1109,P009,Ракетка 885,Спорттовары,4,129.42,0.24,64.37
2025-12-30,S06,ORD1109,P017,Пазл 934,Игрушки,8,113.48,0.08,48.73
2026-01-04,S05,ORD1109,P017,Пазл 934,Игрушки,3,102.02,0.06,48.73
2026-01-13,S04,ORD1109,P029,Джинсы 267,Одежда,-1,95.32,0.28,65.05
2026-01-09,S01,ORD1110,P021,Пазл 94,Игрушки,1,45.11,0.09,23.01
2026-01-24,S04,ORD1110,P009,Ракетка 885,Спорттовары,9,133.4,0.08,64.37
2026-01-06,S02,ORD1111,P015,Пазл 138,Игрушки,2,140.99,0.06,73.72
2025-12-31,S02,ORD1111,P004,Учебник 814,Книги,5,103.51,0.19,46.39
2026-01-18,S06,ORD1111,P011,Тушь 581,Косметика,4,145.29,0.14,64.99
2026-01-13,S04,ORD1111,P023,Мяч 526,Спорттовары,6,151.64,0.12,63.9
2025-12-31,S04,ORD1112,P001,Машинка 380,Игрушки,1,108.05,0.27,55.66
2026-01-03,S06,ORD1113,P030,Учебник 722,Книги,2,138.26,0.01,70.51
2026-01-14,S05,ORD1113,P005,Тушь 56,Косметика,2,75.95,0.17,54.42
2026-01-21,S05,ORD1113,P013,Обувь 452,Одежда,10,265.13,0.11,164.56
2025-12-30,S02,ORD1114,P020,Сыр 852,Продукты,4,76.74,0.11,41.59
2026-01-15,S03,ORD1114,P021,Пазл 94,Игрушки,8,41.81,0.0,23.01
2026-01-21,S05,ORD1114,P029,Джинсы 267,Одежда,6,90.43,0.2,65.05
2026-01-19,S05,ORD1114,P004,Учебник 814,Книги,10,96.71,0.09,46.39
2026-01-06,S03,ORD1115,P024,Молоко 535,Продукты,4,140.21,0.11,95.23
2025-12-30,S02,ORD1116,P010,Сыр 218,Продукты,10,103.0,0.09,46.52
2026-01-24,S02,ORD1117,P007,Планшет 460,Электроника,4,481.42,0.17,335.42
2025-12-31,S03,ORD1117,P013,Обувь 452,Одежда,1,302.97,0.02,164.56
2026-01-23,S01,ORD1118,P023,Мяч 526,Спорттовары,10,149.61,0.12,63.9
2026-01-18,S01,ORD1118,P019,Ракетка 236,,6,37.68,0.24,29.35
2025-12-29,S05,ORD1119,P014,Велосипед 249,Спорттовары,10,215.29,0.1,89.42
2026-01-17,S03,ORD1119,P016,Футболка 476,Одежда,4,96.2,0.14,39.14
2026-01-25,S04,ORD1119,P003,Велосипед 587,Спорттовары,8,55.31,0.29,27.34
2026-01-08,S04,ORD1119,P015,Пазл 138,Игрушки,3,130.3,0.01,73.72
2026-01-10,S03,ORD1119,P014,Велосипед 249,Спорттовары,6,231.43,0.23,89.42
2026-01-02,S02,ORD1119,P023,Мяч 526,Спорттовары,2,147.0,0.13,63.9
2026-01-02,S05,ORD1119,P028,Фрукты 831,Продукты,1,140.94,0.19,74.65
2025-12-28,S04,ORD1119,P015,Пазл 138,Игрушки,8,149.5,0.15,73.72
2025-12-31,S02,ORD1120,P009,Ракетка 885,Спорттовары,1,127.74,0.09,64.37
2026-01-10,S04,ORD1120,P027,Духи 975,Косметика,4,70.95,0.1,38.66
2026-01-12,S02,ORD1121,P025,Шампунь 336,Косметика,3,131.13,0.06,68.33
2026-01-05,S03,ORD1121,P007,Планшет 460,Электроника,3,480.28,0.04,335.42
2026-01-24,S03,ORD1122,P028,Фрукты 831,Продукты,5,156.67,0.06,74.65
2026-01-22,S05,ORD1122,P001,Машинка 380,Игрушки,5,100.81,0.17,55.66
2026-01-24,S01,ORD1123,P022,Ноутбук 326,Электроника,8,951.45,0.1,666.64
2026-01-20,S03,ORD1123,P007,Планшет 460,Электроника,7,504.87,0.15,335.42
2025-12-31,S06,ORD1124,P015,Пазл 138,Игрушки,1,152.78,0.05,73.72
2026-01-24,S03,ORD1125,P028,Фрукты 831,Продукты,4,152.06,0.05,74.65
2026-01-06,S02,ORD1126,P005,Тушь 56,Косметика,4,78.75,0.11,54.42
2025-12-30,S06,ORD1126,P023,Мяч 526,Спорттовары,8,151.26,0.22,63.9
2025-12-31,S03,ORD1126,P020,Сыр 852,Продукты,8,66.66,0.08,41.59
2026-01-02,S04,ORD1126,P020,Сыр 852,Продукты,9,69.69,0.13,41.59
2026-01-16,S03,ORD1126,P021,Пазл 94,Игрушки,4,45.72,0.28,23.01
2026-01-22,S05,ORD1126,P030,Учебник 722,Книги,1,134.03,0.28,70.51
2026-01-22,S02,ORD1126,P020,Сыр 852,Продукты,4,73.41,0.04,41.59
2026-01-20,S02,ORD1127,P008,Планшет 671,,7,164.23,0.06,106.93
2026-01-21,S04,ORD1127,P006,Молоко 255,Продукты,10,59.6,0.18,37.77
2026-01-13,S06,ORD1127,P010,Сыр 218,Продукты,3,99.82,0.16,46.52
2026-01-27,S03,ORD1127,P010,Сыр 218,Продукты,8,93.2,0.27,46.52
2025-12-31,S01,ORD1127,P017,Пазл 934,Игрушки,6,98.45,0.05,48.73
2026-01-10,S05,ORD1128,P002,Велосипед 20,Спорттовары,7,172.68,0.19,70.77
2026-01-26,S06,ORD1128,P013,Обувь 452,Одежда,7,318.8,0.06,164.56
2026-01-07,S06,ORD1128,P008,Планшет 671,Электроника,2,169.14,0.24,106.93
2026-01-03,S03,ORD1128,P001,Машинка 380,Игрушки,1,112.35,0.25,55.66
2026-01-03,S05,ORD1128,P014,Велосипед 249,Спорттовары,9,234.43,0.11,89.42
2026-01-05,S03,ORD1128,P027,Духи 975,Косметика,7,70.26,0.0,38.66
2026-01-10,S06,ORD1128,P011,Тушь 581,Косметика,9,155.73,0.03,64.99
2026-01-11,S02,ORD1128,P018,Детектив 359,Книги,6,137.67,0.06,81.01
2026-01-06,S06,ORD1129,P023,Мяч 526,Спорттовары,10,158.5,0.04,63.9
2026-01-10,S02,ORD1129,P018,Детектив 359,Книги,10,153.02,0.3,81.01
2026-01-24,S04,ORD1129,P009,Ракетка 885,Спорттовары,1,140.5,0.26,64.37
2026-01-19,S03,ORD1129,P015,Пазл 138,Игрушки,2,153.73,0.01,73.72
2026-01-06,S01,ORD1130,P001,Машинка 380,Игрушки,3,105.19,0.18,55.66
2026-01-02,S06,ORD1130,P005,Тушь 56,Косметика,10,92.37,0.1,54.42
2026-01-12,S01,ORD1130,P022,Ноутбук 326,Электроника,8,936.18,0.29,666.64
2025-12-31,S06,ORD1130,P019,Ракетка 236,Спорттовары,9,40.88,0.01,29.35
2025-12-29,S02,ORD1130,P013,Обувь 452,Одежда,10,264.72,0.19,164.56
2025-12-30,S03,ORD1131,P015,Пазл 138,Игрушки,10,146.48,0.15,73.72
2026-01-25,S03,ORD1131,P018,Детектив 359,Книги,5,150.91,0.08,81.01
2025-12-31,S04,ORD1131,P011,Тушь 581,Косметика,7,135.43,0.24,64.99
2026-01-24,S06,ORD1132,P005,Тушь 56,Косметика,6,82.11,0.22,54.42
2025-12-28,S02,ORD1132,P030,Учебник 722,,3,117.5,0.2,70.51
2026-01-16,S05,ORD1132,P008,Планшет 671,Электроника,10,159.9,0.3,106.93
2026-01-06,S04,ORD1132,P024,Молоко 535,Продукты,3,135.26,0.03,95.23
2026-01-10,S06,ORD1133,P017,Пазл 934,Игрушки,4,95.42,0.1,48.73
2026-01-16,S02,ORD1133,P011,Тушь 581,,4,135.88,0.14,64.99
2026-01-14,S01,ORD1133,P030,Учебник 722,Книги,8,118.97,0.24,70.51
2026-01-26,S02,ORD1133,P010,Сыр 218,Продукты,1,88.88,0.18,46.52
2026-01-08,S05,ORD1134,P026,Тушь 576,Косметика,3,-1.08,0.22,56.91
2026-01-02,S01,ORD1134,P001,Машинка 380,Игрушки,-4,96.61,0.25,55.66
2026-01-02,S06,ORD1134,P013,Обувь 452,Одежда,5,263.93,0.19,164.56
2026-01-26,S03,ORD1134,P030,Учебник 722,Книги,7,115.96,0.0,70.51
2026-01-13,S04,ORD1135,P022,Ноутбук 326,Электроника,6,904.8,0.14,666.64
2026-01-23,S01,ORD1135,P015,Пазл 138,Игрушки,9,153.01,0.28,73.72
2025-12-29,S02,ORD1135,P030,Учебник 722,Книги,9,120.02,0.02,70.51
2026-01-08,S04,ORD1136,P006,Молоко 255,Продукты,2,55.27,0.21,37.77
2026-01-08,S04,ORD1137,P027,Духи 975,Косметика,9,73.82,0.27,38.66
2026-01-19,S02,ORD1137,P009,Ракетка 885,Спорттовары,-1,138.35,0.12,64.37
2026-01-11,S01,ORD1138,P007,Планшет 460,Электроника,1,463.09,0.06,335.42
2026-01-17,S06,ORD1138,P024,Молоко 535,Продукты,10,125.35,0.22,95.23
2026-01-08,S02,ORD1139,P027,Духи 975,Косметика,5,78.73,0.1,38.66
2026-01-10,S03,ORD1139,P001,Машинка 380,Игрушки,9,101.17,0.03,55.66
2026-01-05,S05,ORD1140,P026,Тушь 576,Косметика,4,87.72,0.06,56.91
2026-01-01,S01,ORD1140,P017,Пазл 934,Игрушки,3,105.23,0.16,48.73
2026-01-25,S05,ORD1141,P015,Пазл 138,Игрушки,1,155.28,0.01,73.72
2026-01-11,S04,ORD1142,P023,Мяч 526,Спорттовары,2,162.46,0.04,63.9
2025-12-31,S02,ORD1142,P029,Джинсы 267,Одежда,6,106.2,0.21,65.05
2026-01-09,S04,ORD1142,P020,Сыр 852,Продукты,7,73.97,0.21,41.59
2026-01-25,S02,ORD1142,P019,Ракетка 236,Спорттовары,9,37.71,0.09,29.35
2026-01-01,S03,ORD1142,P019,Ракетка 236,Спорттовары,4,43.6,0.15,29.35
2026-01-07,S06,ORD1142,P009,Ракетка 885,Спорттовары,6,140.64,0.01,64.37
2026-01-19,S04,ORD1142,P011,Тушь 581,Косметика,1,148.65,0.02,64.99
2026-01-05,S06,ORD1143,P003,Велосипед 587,Спорттовары,10,56.24,0.15,27.34
2026-01-13,S04,ORD1143,P021,Пазл 94,Игрушки,8,42.38,0.21,23.01
2026-01-14,S05,ORD1143,P013,Обувь 452,,4,302.18,0.28,164.56
2026-01-18,S02,ORD1143,P013,Обувь 452,Одежда,8,275.94,0.19,164.56
2026-01-18,S04,ORD1144,P019,Ракетка 236,Спорттовары,8,42.01,0.26,29.35
2026-01-26,S03,ORD1144,P006,Молоко 255,Продукты,3,60.47,0.27,37.77
2026-01-06,S04,ORD1144,P015,Пазл 138,Игрушки,6,132.03,0.02,73.72
2026-01-16,S04,ORD1144,P015,Пазл 138,,4,131.99,0.04,73.72
2026-01-09,S04,ORD1145,P013,Обувь 452,Одежда,5,301.14,0.28,164.56
2026-01-16,S01,ORD1145,P019,Ракетка 236,Спорттовары,9,44.12,0.1,29.35
2026-01-11,S01,ORD1145,P027,Духи 975,Косметика,7,71.45,0.27,38.66
2026-01-19,S06,ORD1145,P024,Молоко 535,Продукты,6,131.5,0.0,95.23
2026-01-24,S01,ORD1146,P029,Джинсы 267,Одежда,4,89.68,0.2,65.05
2026-01-14,S03,ORD1146,P006,Молоко 255,Продукты,1,55.82,0.18,37.77
2026-01-27,S05,ORD1147,P022,Ноутбук 326,Электроника,6,878.2,0.08,666.64
2026-01-15,S01,ORD1147,P010,Сыр 218,Продукты,6,93.59,0.0,46.52
2026-01-22,S06,ORD1147,P024,Молоко 535,Продукты,7,145.13,0.2,95.23
2026-01-16,S03,ORD1147,P010,Сыр 218,Продукты,7,99.25,0.12,46.52
2026-01-16,S04,ORD1148,P007,Планшет 460,Электроника,6,513.9,0.02,335.42
2026-01-14,S04,ORD1149,P005,Тушь 56,Косметика,9,88.47,0.11,54.42
2026-01-15,S03,ORD1150,P024,Молоко 535,Продукты,9,127.18,0.17,95.23
2026-01-22,S04,ORD1150,P022,Ноутбук 326,Электроника,3,971.19,0.18,666.64
2026-01-01,S06,ORD1150,P010,Сыр 218,Продукты,3,91.74,0.02,46.52
2026-01-09,S01,ORD1150,P015,Пазл 138,Игрушки,1,154.45,0.06,73.72
2026-01-02,S02,ORD1150,P004,Учебник 814,Книги,5,101.83,0.01,46.39
2026-01-13,S03,ORD1151,P023,Мяч 526,Спорттовары,10,164.96,0.27,63.9
2026-01-12,S03,ORD1152,P021,Пазл 94,Игрушки,9,42.93,0.12,23.01
2026-01-07,S02,ORD1152,P006,Молоко 255,Продукты,5,64.26,0.1,37.77
2026-01-08,S02,ORD1153,P020,Сыр 852,Продукты,3,75.21,0.02,41.59
2026-01-11,S03,ORD1153,P022,Ноутбук 326,Электроника,6,860.38,0.28,666.64
2026-01-23,S03,ORD1153,P015,Пазл 138,Игрушки,6,142.85,0.06,73.72
2026-01-12,S06,ORD1153,P005,Тушь 56,Косметика,5,75.99,0.01,54.42
2026-01-03,S02,ORD1154,P030,Учебник 722,Книги,3,126.46,0.02,70.51
2026-01-18,S01,ORD1155,P029,Джинсы 267,,3,89.81,0.02,65.05
2026-01-26,S05,ORD1155,P016,Футболка 476,Одежда,8,84.45,0.2,39.14
2026-01-07,S03,ORD1155,P015,Пазл 138,Игрушки,4,149.03,0.15,73.72
2026-01-15,S02,ORD1156,P025,Шампунь 336,Косметика,5,128.83,0.17,68.33
2026-01-07,S04,ORD1156,P008,Планшет 671,Электроника,7,177.63,0.22,106.93
2026-01-09,S02,ORD1157,P022,Ноутбук 326,Электроника,7,912.3,0.28,666.64
2026-01-17,S03,ORD1157,P003,Велосипед 587,Спорттовары,3,53.3,0.28,27.34
2026-01-11,S04,ORD1158,P018,Детектив 359,Книги,7,158.54,0.13,81.01
2026-01-09,S06,ORD1158,P029,Джинсы 267,Одежда,2,100.36,0.14,65.05
2026-01-02,S02,ORD1158,P023,Мяч 526,,7,137.41,0.06,63.9
2026-01-14,S01,ORD1158,P006,Молоко 255,Продукты,10,63.02,0.26,37.77
2026-01-16,S03,ORD1158,P007,Планшет 460,Электроника,1,543.62,0.02,335.42
2026-01-20,S03,ORD1158,P019,Ракетка 236,Спорттовары,10,41.02,0.11,29.35
2026-01-24,S03,ORD1158,P019,Ракетка 236,Спорттовары,5,43.8,0.12,29.35
2026-01-02,S02,ORD1158,P001,Машинка 380,Игрушки,3,106.23,0.07,55.66
2026-01-13,S03,ORD1159,P025,Шампунь 336,Косметика,1,135.58,0.23,68.33
2026-01-14,S05,ORD1159,P022,Ноутбук 326,Электроника,3,911.05,0.15,666.64
2026-01-14,S04,ORD1159,P017,Пазл 934,Игрушки,10,102.07,0.11,48.73
2026-01-27,S04,ORD1159,P018,Детектив 359,Книги,10,159.76,0.21,81.01
2026-01-04,S02,ORD1160,P026,Тушь 576,Косметика,10,77.18,0.08,56.91
2026-01-26,S01,ORD1160,P022,Ноутбук 326,Электроника,10,859.26,0.08,666.64
2025-12-28,S02,ORD1160,P028,Фрукты 831,Продукты,2,160.83,0.54,74.65
2026-01-10,S02,ORD1161,P007,Планшет 460,Электроника,6,555.78,0.22,335.42
2026-01-20,S01,ORD1162,P022,Ноутбук 326,,7,864.54,0.08,666.64
2026-01-09,S05,ORD1162,P030,Учебник 722,Книги,-3,121.2,0.09,70.51
2026-01-25,S05,ORD1163,P016,Футболка 476,,5,96.82,0.05,39.14
2026-01-06,S04,ORD1163,P011,Тушь 581,Косметика,4,147.63,0.16,64.99
2026-01-02,S03,ORD1163,P007,Планшет 460,Электроника,7,507.46,0.13,335.42
2026-01-22,S06,ORD1164,P019,Ракетка 236,Спорттовары,9,41.43,0.21,29.35
2026-01-14,S04,ORD1165,P008,Планшет 671,Электроника,1,162.62,0.14,106.93
2026-01-14,S05,ORD1165,P030,Учебник 722,Книги,1,118.14,0.27,70.51
2026-01-22,S02,ORD1166,P012,Кукла 282,Игрушки,10,180.81,0.27,95.39
2026-01-14,S03,ORD1166,P022,Ноутбук 326,Электроника,9,910.66,0.28,666.64
2026-01-02,S05,ORD1166,P007,Планшет 460,Электроника,2,549.78,0.13,335.42
2025-12-28,S06,ORD1167,P012,Кукла 282,Игрушки,5,176.33,0.28,95.39
2026-01-27,S02,ORD1168,P023,Мяч 526,Спорттовары,1,164.72,0.02,63.9
2026-01-06,S05,ORD1168,P019,Ракетка 236,Спорттовары,2,38.16,0.2,29.35
2026-01-06,S01,ORD1169,P019,Ракетка 236,Спорттовары,6,40.74,0.01,29.35
2026-01-02,S06,ORD1169,P017,Пазл 934,Игрушки,7,114.31,0.01,48.73
2026-01-23,S04,ORD1169,P018,Детектив 359,Книги,6,142.63,0.17,81.01
2026-01-05,S02,ORD1169,P023,Мяч 526,Спорттовары,6,148.49,0.03,63.9
2026-01-07,S06,ORD1169,P027,Духи 975,Косметика,5,76.55,0.29,38.66
2026-01-25,S04,ORD1169,P005,Тушь 56,Косметика,1,82.78,0.2,54.42
2026-01-12,S04,ORD1170,P028,Фрукты 831,Продукты,2,154.73,0.11,74.65
2026-01-01,S01,ORD1170,P020,Сыр 852,Продукты,-2,75.12,0.02,41.59
2026-01-23,S06,ORD1170,P015,Пазл 138,Игрушки,10,138.27,0.16,73.72
2025-12-28,S04,ORD1170,P006,Молоко 255,Продукты,3,58.74,0.12,37.77
2026-01-09,S02,ORD1171,P014,Велосипед 249,Спорттовары,3,223.18,0.16,89.42
2026-01-11,S03,ORD1171,P029,Джинсы 267,Одежда,2,89.17,0.12,65.05
2026-01-27,S01,ORD1172,P017,Пазл 934,Игрушки,2,104.39,0.15,48.73
2026-01-26,S02,ORD1172,P028,Фрукты 831,Продукты,3,136.55,1.4,74.65
2026-01-11,S05,ORD1172,P017,Пазл 934,Игрушки,1,116.0,0.16,48.73
2026-01-15,S01,ORD1172,P027,Духи 975,Косметика,5,71.38,0.22,38.66
2026-01-22,S03,ORD1173,P011,Тушь 581,Косметика,2,142.13,0.21,64.99
2026-01-14,S05,ORD1173,P003,Велосипед 587,Спорттовары,5,53.88,0.3,27.34
2026-01-09,S06,ORD1174,P028,Фрукты 831,Продукты,5,154.43,0.17,74.65
2025-12-29,S06,ORD1174,P009,Ракетка 885,Спорттовары,2,129.51,0.29,64.37
2026-01-22,S06,ORD1174,P029,Джинсы 267,,5,106.36,0.13,65.05
2026-01-11,S02,ORD1174,P016,Футболка 476,Одежда,6,85.36,0.09,39.14
2026-01-01,S04,ORD1174,P030,Учебник 722,Книги,10,133.84,0.24,70.51
2026-01-14,S01,ORD1174,P021,Пазл 94,Игрушки,10,39.32,0.14,23.01
2025-12-31,S06,ORD1174,P020,Сыр 852,Продукты,7,69.3,0.19,41.59
2026-01-12,S04,ORD1174,P006,Молоко 255,Продукты,3,60.37,0.27,37.77
2026-01-26,S02,ORD1174,P007,Планшет 460,Электроника,8,525.67,0.05,335.42
2026-01-25,S06,ORD1175,P015,Пазл 138,Игрушки,4,130.31,0.26,73.72
2026-01-26,S04,ORD1175,P003,Велосипед 587,Спорттовары,4,56.76,0.25,27.34
2026-01-08,S06,ORD1175,P006,Молоко 255,Продукты,1,59.07,0.0,37.77
2026-01-13,S01,ORD1176,P015,Пазл 138,Игрушки,4,133.5,0.15,73.72
2026-01-11,S03,ORD1176,P029,Джинсы 267,Одежда,4,98.12,0.23,65.05
2026-01-12,S05,ORD1176,P024,Молоко 535,,6,138.34,0.05,95.23
2026-01-07,S04,ORD1177,P003,Велосипед 587,Спорттовары,4,50.03,0.14,27.34
2026-01-16,S03,ORD1178,P018,Детектив 359,Книги,8,150.01,0.23,81.01
2026-01-24,S03,ORD1178,P001,Машинка 380,Игрушки,9,99.37,0.23,55.66
2026-01-13,S03,ORD1178,P005,Тушь 56,Косметика,8,89.34,0.23,54.42
2026-01-02,S03,ORD1178,P011,Тушь 581,,7,142.55,0.13,64.99
2026-01-07,S06,ORD1178,P011,Тушь 581,Косметика,3,148.21,0.05,64.99
2026-01-12,S05,ORD1178,P004,Учебник 814,Книги,6,96.62,0.02,46.39
2026-01-11,S04,ORD1178,P020,Сыр 852,Продукты,10,66.54,0.02,41.59
2025-12-31,S04,ORD1178,P030,Учебник 722,Книги,2,120.6,0.2,70.51
2026-01-26,S01,ORD1179,P026,Тушь 576,Косметика,4,83.95,0.08,56.91
2026-01-02,S04,ORD1179,P024,Молоко 535,Продукты,2,135.17,0.28,95.23
2026-01-23,S02,ORD1180,P005,Тушь 56,Косметика,7,81.17,0.07,54.42
2026-01-03,S03,ORD1181,P029,Джинсы 267,Одежда,3,100.06,0.24,65.05
2026-01-26,S01,ORD1181,P002,Велосипед 20,Спорттовары,3,160.4,0.02,70.77
2025-12-30,S06,ORD1181,P027,Духи 975,Косметика,8,73.46,0.18,38.66
2025-12-29,S01,ORD1181,P026,Тушь 576,Косметика,7,80.05,0.13,56.91
2026-01-27,S06,ORD1181,P001,Машинка 380,Игрушки,2,103.53,0.07,55.66
2026-01-14,S01,ORD1181,P017,Пазл 934,Игрушки,10,114.24,0.2,48.73
2026-01-14,S04,ORD1181,P010,Сыр 218,Продукты,4,99.75,0.23,46.52
2026-01-10,S03,ORD1181,P024,Молоко 535,Продукты,1,151.92,0.18,95.23
2026-01-16,S02,ORD1181,P023,Мяч 526,Спорттовары,3,139.44,0.09,63.9
2026-01-18,S06,ORD1182,P007,Планшет 460,Электроника,3,465.32,0.24,335.42
2026-01-13,S02,ORD1182,P002,Велосипед 20,Спорттовары,1,186.0,0.03,70.77
2026-01-25,S04,ORD1183,P022,Ноутбук 326,Электроника,8,909.57,0.17,666.64
2026-01-27,S05,ORD1183,P006,Молоко 255,Продукты,10,57.99,0.23,37.77
2026-01-12,S04,ORD1184,P020,Сыр 852,Продукты,2,67.52,0.12,41.59
2025-12-28,S02,ORD1184,P021,Пазл 94,Игрушки,5,41.52,0.06,23.01
2026-01-23,S01,ORD1185,P024,Молоко 535,Продукты,9,136.86,0.25,95.23
2026-01-01,S06,ORD1185,P025,Шампунь 336,Косметика,9,136.88,0.25,68.33
2026-01-26,S06,ORD1185,P012,Кукла 282,Игрушки,6,185.71,0.15,95.39
2026-01-10,S03,ORD1186,P010,Сыр 218,,4,92.05,0.25,46.52
2026-01-11,S02,ORD1186,P009,Ракетка 885,Спорттовары,1,132.83,0.28,64.37
2026-01-09,S02,ORD1186,P024,Молоко 535,Продукты,2,131.44,0.12,95.23
2026-01-22,S04,ORD1187,P027,Духи 975,Косметика,2,73.02,0.1,38.66
2026-01-15,S04,ORD1187,P013,Обувь 452,Одежда,8,283.28,0.24,164.56
2026-01-19,S03,ORD1187,P004,Учебник 814,Книги,5,103.25,0.13,46.39
2025-12-30,S02,ORD1187,P018,Детектив 359,Книги,-2,135.45,0.05,81.01
2026-01-25,S05,ORD1188,P011,Тушь 581,Косметика,7,154.02,0.2,64.99
2026-01-15,S04,ORD1188,P019,Ракетка 236,Спорттовары,8,42.61,0.2,29.35
2026-01-18,S06,ORD1188,P015,Пазл 138,Игрушки,5,153.45,0.23,73.72
2026-01-27,S01,ORD1188,P005,Тушь 56,Косметика,3,82.57,0.21,54.42
2026-01-16,S05,ORD1188,P008,Планшет 671,Электроника,7,159.03,0.09,106.93
2026-01-11,S03,ORD1189,P029,Джинсы 267,Одежда,5,98.2,0.13,65.05
2026-01-24,S02,ORD1189,P021,Пазл 94,,3,40.21,0.16,23.01
2026-01-26,S06,ORD1189,P008,Планшет 671,Электроника,4,161.44,0.23,106.93
2026-01-24,S03,ORD1190,P029,Джинсы 267,Одежда,5,94.83,0.27,65.05
2026-01-13,S05,ORD1190,P019,Ракетка 236,Спорттовары,7,43.89,0.22,29.35
2026-01-19,S02,ORD1190,P010,Сыр 218,Продукты,9,93.59,0.11,46.52
2026-01-12,S04,ORD1191,P028,Фрукты 831,Продукты,5,139.08,0.24,74.65
2026-01-07,S05,ORD1191,P006,Молоко 255,,1,62.49,0.03,37.77
2026-01-20,S05,ORD1191,P007,Планшет 460,Электроника,8,534.41,0.01,335.42
2026-01-25,S01,ORD1191,P008,Планшет 671,Электроника,10,181.06,0.01,106.93
2026-01-21,S01,ORD1191,P019,Ракетка 236,Спорттовары,9,40.63,0.3,29.35
2026-01-24,S05,ORD1192,P019,Ракетка 236,Спорттовары,1,39.3,0.02,29.35
2026-01-18,S04,ORD1192,P002,Велосипед 20,Спорттовары,4,179.55,0.1,70.77
2026-01-10,S04,ORD1192,P001,Машинка 380,Игрушки,2,106.97,0.19,55.66
